  0.00092481   0.00568915 0
  0.00076755   0.00463460 0
  0.00065611   0.00390003 0
  0.00073484   0.00441777 0
  0.00076806   0.00463795 0
  0.00076806   0.00463795 0
  0.00079904   0.00484415 0
  0.00069787   0.00417392 0
  0.00092763   0.00570829 0
  0.00092542   0.00569330 0
  0.00082696   0.00503065 0
  0.00069729   0.00417011 0
  0.00073411   0.00441294 0
  0.00065653   0.00390274 0
  0.00094765   0.00584392 0
  0.00073548   0.00442203 0
  0.00096962   0.00599312 0
  0.00079953   0.00484744 0
  0.00073456   0.00441593 0
  0.00076805   0.00463789 0
  0.00073502   0.00441895 0
  0.00076853   0.00464108 0
  0.00096941   0.00599173 0
  0.00069773   0.00417297 0
  0.00082749   0.00503423 0
  0.00069831   0.00417679 0
  0.00076919   0.00464549 0
  0.00069725   0.00416987 0
  0.00076707   0.00463137 0
  0.00076707   0.00463137 0
  0.00076754   0.00463447 0
  0.00069769   0.00417275 0
  0.00073484   0.00441777 0
  0.00092642   0.00570008 0
  0.00073487   0.00441797 0
  0.00073533   0.00442105 0
  0.00073549   0.00442208 0
  0.00076837   0.00463999 0
  0.00076837   0.00464002 0
  0.00069801   0.00417483 0
  0.00079970   0.00484857 0
  0.00055411   0.00323852 0
  0.00048392   0.00279028 0
  0.00065722   0.00390727 0
  0.00060994   0.00359922 0
  0.00055402   0.00323792 0
  0.00048384   0.00278976 0
  0.00076870   0.00464219 0
  0.00073503   0.00441901 0
  0.00069802   0.00417489 0
  0.00065668   0.00390375 0
  0.00060944   0.00359600 0
  0.00055357   0.00323505 0
  0.00048346   0.00278731 0
  0.00065737   0.00390823 0
  0.00061008   0.00360009 0
  0.00055414   0.00323870 0
  0.00048395   0.00279043 0
  0.00076818   0.00463878 0
  0.00073454   0.00441578 0
  0.00069756   0.00417187 0
  0.00065625   0.00390095 0
  0.00060905   0.00359344 0
  0.00055321   0.00323276 0
  0.00048315   0.00278536 0
  0.00069784   0.00417373 0
  0.00065652   0.00390267 0
  0.00060929   0.00359502 0
  0.00055343   0.00323417 0
  0.00048334   0.00278656 0
  0.00073550   0.00442213 0
  0.00069846   0.00417782 0
  0.00065710   0.00390647 0
  0.00060983   0.00359848 0
  0.00055391   0.00323726 0
  0.00048376   0.00278920 0
  0.00076920   0.00464549 0
  0.00069875   0.00417972 0
  0.00065737   0.00390823 0
  0.00061008   0.00360009 0
  0.00055414   0.00323870 0
  0.00048395   0.00279043 0
  0.00069845   0.00417773 0
  0.00065708   0.00390638 0
  0.00060982   0.00359840 0
  0.00055390   0.00323719 0
  0.00048375   0.00278914 0
  0.00073534   0.00442110 0
  0.00069832   0.00417685 0
  0.00065696   0.00390557 0
  0.00060970   0.00359766 0
  0.00055380   0.00323653 0
  0.00048366   0.00278858 0
  0.00065723   0.00390732 0
  0.00060995   0.00359926 0
  0.00055402   0.00323796 0
  0.00048385   0.00278980 0
  0.00076821   0.00463895 0
  0.00073456   0.00441595 0
  0.00069758   0.00417202 0
  0.00065627   0.00390109 0
  0.00060907   0.00359357 0
  0.00055323   0.00323288 0
  0.00048316   0.00278545 0
  0.00065667   0.00390366 0
  0.00060943   0.00359592 0
  0.00055356   0.00323497 0
  0.00048345   0.00278725 0
  0.00073517   0.00441997 0
  0.00069816   0.00417580 0
  0.00065681   0.00390459 0
  0.00060956   0.00359676 0
  0.00055368   0.00323573 0
  0.00048355   0.00278789 0
  0.00076885   0.00464321 0
  0.00076885   0.00464321 0
  0.00073517   0.00441997 0
  0.00069816   0.00417580 0
  0.00065681   0.00390459 0
  0.00060956   0.00359676 0
  0.00055368   0.00323573 0
  0.00048355   0.00278789 0
  0.00069743   0.00417104 0
  0.00065614   0.00390018 0
  0.00060894   0.00359273 0
  0.00055312   0.00323213 0
  0.00048306   0.00278482 0
  0.00060918   0.00359428 0
  0.00055333   0.00323351 0
  0.00048325   0.00278600 0
  0.00073441   0.00441495 0
  0.00069744   0.00417109 0
  0.00065614   0.00390022 0
  0.00060895   0.00359278 0
  0.00055312   0.00323217 0
  0.00048307   0.00278485 0
  0.00069758   0.00417201 0
  0.00065627   0.00390107 0
  0.00060907   0.00359355 0
  0.00055323   0.00323286 0
  0.00048316   0.00278544 0
  0.00076853   0.00464110 0
  0.00073487   0.00441798 0
  0.00069787   0.00417393 0
  0.00065654   0.00390286 0
  0.00060932   0.00359518 0
  0.00055346   0.00323432 0
  0.00048336   0.00278669 0
  0.00069701   0.00416824 0
  0.00065574   0.00389758 0
  0.00060858   0.00359036 0
  0.00055279   0.00323001 0
  0.00048278   0.00278301 0
  0.00073395   0.00441191 0
  0.00069714   0.00416914 0
  0.00065587   0.00389841 0
  0.00060869   0.00359112 0
  0.00055289   0.00323069 0
  0.00048287   0.00278359 0
  0.00073396   0.00441193 0
  0.00069701   0.00416826 0
  0.00065574   0.00389759 0
  0.00060858   0.00359037 0
  0.00055279   0.00323002 0
  0.00048278   0.00278302 0
  0.00069758   0.00417201 0
  0.00065627   0.00390107 0
  0.00060907   0.00359355 0
  0.00055323   0.00323286 0
  0.00048316   0.00278544 0
  0.00073441   0.00441495 0
  0.00069744   0.00417109 0
  0.00065614   0.00390022 0
  0.00060895   0.00359278 0
  0.00055312   0.00323217 0
  0.00048307   0.00278485 0
  0.00069801   0.00417484 0
  0.00065667   0.00390370 0
  0.00060944   0.00359595 0
  0.00055356   0.00323501 0
  0.00048345   0.00278727 0
  0.00069715   0.00416916 0
  0.00065587   0.00389843 0
  0.00060870   0.00359113 0
  0.00055289   0.00323070 0
  0.00048287   0.00278360 0
  0.00069701   0.00416824 0
  0.00065574   0.00389757 0
  0.00060857   0.00359035 0
  0.00055278   0.00323001 0
  0.00048278   0.00278300 0
  0.00073395   0.00441191 0
  0.00076741   0.00463366 0
  0.00073381   0.00441095 0
  0.00069687   0.00416734 0
  0.00065561   0.00389674 0
  0.00060846   0.00358959 0
  0.00055268   0.00322933 0
  0.00048269   0.00278242 0
  0.00069744   0.00417108 0
  0.00065614   0.00390021 0
  0.00060895   0.00359276 0
  0.00055312   0.00323216 0
  0.00048307   0.00278484 0
  0.00069744   0.00417108 0
  0.00065614   0.00390021 0
  0.00060895   0.00359276 0
  0.00055312   0.00323216 0
  0.00048307   0.00278484 0
  0.00073487   0.00441796 0
  0.00069787   0.00417391 0
  0.00065654   0.00390284 0
  0.00060932   0.00359517 0
  0.00055345   0.00323430 0
  0.00048336   0.00278667 0
  0.00069758   0.00417204 0
  0.00065628   0.00390110 0
  0.00060907   0.00359358 0
  0.00055323   0.00323289 0
  0.00048317   0.00278546 0
  0.00060931   0.00359513 0
  0.00055345   0.00323427 0
  0.00048335   0.00278665 0
  0.00076854   0.00464111 0
  0.00073487   0.00441799 0
  0.00069787   0.00417394 0
  0.00065655   0.00390286 0
  0.00060932   0.00359519 0
  0.00055346   0.00323432 0
  0.00048336   0.00278669 0
  0.00079954   0.00484745 0
  0.00073517   0.00441998 0
  0.00069816   0.00417580 0
  0.00065681   0.00390460 0
  0.00060956   0.00359677 0
  0.00055368   0.00323574 0
  0.00048355   0.00278790 0
  0.00065628   0.00390110 0
  0.00060907   0.00359358 0
  0.00055323   0.00323289 0
  0.00048317   0.00278546 0
  0.00076775   0.00463588 0
  0.00073412   0.00441305 0
  0.00069717   0.00416931 0
  0.00065589   0.00389857 0
  0.00060871   0.00359126 0
  0.00055291   0.00323082 0
  0.00048289   0.00278370 0
  0.00065641   0.00390197 0
  0.00060919   0.00359437 0
  0.00055334   0.00323359 0
  0.00048326   0.00278607 0
  0.00079871   0.00484196 0
  0.00076775   0.00463589 0
  0.00073413   0.00441306 0
  0.00069717   0.00416931 0
  0.00065589   0.00389857 0
  0.00060872   0.00359127 0
  0.00055291   0.00323082 0
  0.00048289   0.00278370 0
  0.00065695   0.00390551 0
  0.00060969   0.00359760 0
  0.00055379   0.00323648 0
  0.00048365   0.00278854 0
  0.00065627   0.00390108 0
  0.00060907   0.00359356 0
  0.00055323   0.00323287 0
  0.00048316   0.00278545 0
  0.00069758   0.00417201 0
  0.00076790   0.00463688 0
  0.00073427   0.00441399 0
  0.00069730   0.00417019 0
  0.00065601   0.00389939 0
  0.00060883   0.00359201 0
  0.00055302   0.00323149 0
  0.00048298   0.00278427 0
  0.00065641   0.00390195 0
  0.00060919   0.00359435 0
  0.00055334   0.00323357 0
  0.00048326   0.00278605 0
  0.00076822   0.00463904 0
  0.00073458   0.00441604 0
  0.00069760   0.00417211 0
  0.00065629   0.00390117 0
  0.00060908   0.00359364 0
  0.00055324   0.00323294 0
  0.00048317   0.00278551 0
  0.00069788   0.00417396 0
  0.00065655   0.00390288 0
  0.00060932   0.00359520 0
  0.00055346   0.00323434 0
  0.00048336   0.00278670 0
  0.00073550   0.00442212 0
  0.00069846   0.00417782 0
  0.00065710   0.00390646 0
  0.00060983   0.00359848 0
  0.00055391   0.00323726 0
  0.00048376   0.00278920 0
  0.00065544   0.00389564 0
  0.00060830   0.00358858 0
  0.00055254   0.00322842 0
  0.00048256   0.00278165 0
  0.00076660   0.00462829 0
  0.00073304   0.00440587 0
  0.00069615   0.00416258 0
  0.00065493   0.00389232 0
  0.00060783   0.00358554 0
  0.00055212   0.00322571 0
  0.00048220   0.00277932 0
  0.00079751   0.00483396 0
  0.00076676   0.00462929 0
  0.00073318   0.00440682 0
  0.00069628   0.00416347 0
  0.00065506   0.00389314 0
  0.00060795   0.00358630 0
  0.00055222   0.00322639 0
  0.00048229   0.00277990 0
  0.00055265   0.00322911 0
  0.00048266   0.00278223 0
  0.00076661   0.00462835 1
  0.00073305   0.00440593 1
  0.00069615   0.00416263 1
  0.00065494   0.00389237 1
  0.00060784   0.00358559 1
  0.00055212   0.00322575 1
  0.00048220   0.00277936 1
  0.00065597   0.00389909 0
  0.00060879   0.00359174 0
  0.00055298   0.00323124 0
  0.00048294   0.00278406 0
  0.00073348   0.00440879 0
  0.00069656   0.00416532 0
  0.00065532   0.00389486 0
  0.00060819   0.00358787 0
  0.00055244   0.00322779 0
  0.00048248   0.00278111 0
  0.00073348   0.00440879 0
  0.00069656   0.00416532 0
  0.00065532   0.00389486 0
  0.00060819   0.00358787 0
  0.00055244   0.00322779 0
  0.00048248   0.00278111 0
  0.00073392   0.00441172 0
  0.00069698   0.00416806 0
  0.00065571   0.00389741 0
  0.00060855   0.00359020 0
  0.00055276   0.00322987 0
  0.00048276   0.00278289 0
  0.00065571   0.00389742 0
  0.00060855   0.00359021 0
  0.00055276   0.00322988 0
  0.00048276   0.00278289 0
  0.00069698   0.00416807 0
  0.00076723   0.00463246 0
  0.00073364   0.00440982 0
  0.00069671   0.00416628 0
  0.00065546   0.00389576 0
  0.00060832   0.00358869 0
  0.00055255   0.00322852 0
  0.00048258   0.00278173 0
  0.00065584   0.00389827 0
  0.00060867   0.00359099 0
  0.00055287   0.00323057 0
  0.00048285   0.00278349 0
  0.00076724   0.00463250 0
  0.00073364   0.00440986 0
  0.00069671   0.00416632 0
  0.00065546   0.00389579 0
  0.00060832   0.00358872 0
  0.00055256   0.00322855 0
  0.00048258   0.00278176 0
  0.00069699   0.00416811 0
  0.00065572   0.00389746 0
  0.00060856   0.00359025 0
  0.00055277   0.00322991 0
  0.00048276   0.00278292 0
  0.00065638   0.00390176 0
  0.00060916   0.00359418 0
  0.00055332   0.00323342 0
  0.00048324   0.00278592 0
  0.00076692   0.00463039 0
  0.00073334   0.00440786 0
  0.00069643   0.00416444 0
  0.00065520   0.00389405 0
  0.00060808   0.00358713 0
  0.00055234   0.00322713 0
  0.00048239   0.00278054 0
  0.00065545   0.00389569 0
  0.00060831   0.00358863 0
  0.00055255   0.00322847 0
  0.00048257   0.00278168 0
  0.00069670   0.00416620 0
  0.00076692   0.00463037 0
  0.00073334   0.00440785 0
  0.00069643   0.00416443 0
  0.00065520   0.00389404 0
  0.00060808   0.00358712 0
  0.00055234   0.00322712 0
  0.00048239   0.00278053 0
  0.00073394   0.00441184 0
  0.00069700   0.00416817 0
  0.00065573   0.00389751 0
  0.00060857   0.00359030 0
  0.00055278   0.00322996 0
  0.00048277   0.00278296 0
  0.00060892   0.00359259 0
  0.00055310   0.00323201 0
  0.00048305   0.00278471 0
  0.00069784   0.00417374 0
  0.00065652   0.00390268 0
  0.00060929   0.00359502 0
  0.00055343   0.00323417 0
  0.00048334   0.00278656 0
  0.00073442   0.00441500 0
  0.00069745   0.00417114 0
  0.00065615   0.00390027 0
  0.00060895   0.00359281 0
  0.00055313   0.00323220 0
  0.00048307   0.00278488 0
  0.00073442   0.00441500 0
  0.00069745   0.00417114 0
  0.00065615   0.00390027 0
  0.00060895   0.00359281 0
  0.00055313   0.00323220 0
  0.00048307   0.00278488 0
  0.00065654   0.00390283 0
  0.00060932   0.00359516 0
  0.00055345   0.00323430 0
  0.00048336   0.00278667 0
  0.00069787   0.00417390 0
  0.00076822   0.00463899 0
  0.00073457   0.00441599 0
  0.00069759   0.00417206 0
  0.00065628   0.00390112 0
  0.00060908   0.00359360 0
  0.00055324   0.00323290 0
  0.00048317   0.00278548 0
  0.00069787   0.00417392 0
  0.00065654   0.00390285 0
  0.00060932   0.00359518 0
  0.00055345   0.00323431 0
  0.00048336   0.00278668 0
  0.00069831   0.00417681 0
  0.00065695   0.00390553 0
  0.00060969   0.00359762 0
  0.00055379   0.00323650 0
  0.00048365   0.00278855 0
  0.00076806   0.00463797 0
  0.00073442   0.00441503 0
  0.00069745   0.00417116 0
  0.00065615   0.00390029 0
  0.00060896   0.00359283 0
  0.00055313   0.00323222 0
  0.00048308   0.00278490 0
  0.00065654   0.00390285 0
  0.00060932   0.00359517 0
  0.00055345   0.00323431 0
  0.00048336   0.00278668 0
  0.00069846   0.00417778 0
  0.00065709   0.00390643 0
  0.00060982   0.00359844 0
  0.00055391   0.00323723 0
  0.00048375   0.00278918 0
  0.00073381   0.00441093 0
  0.00069687   0.00416733 0
  0.00065561   0.00389673 0
  0.00060846   0.00358958 0
  0.00055268   0.00322932 0
  0.00048268   0.00278241 0
  0.00076741   0.00463364 0
  0.00069714   0.00416912 0
  0.00065586   0.00389840 0
  0.00060869   0.00359110 0
  0.00055289   0.00323068 0
  0.00048287   0.00278358 0
  0.00079820   0.00483854 0
  0.00076726   0.00463264 0
  0.00073366   0.00440999 0
  0.00069673   0.00416644 0
  0.00065548   0.00389590 0
  0.00060834   0.00358882 0
  0.00055257   0.00322864 0
  0.00048259   0.00278183 0
  0.00065600   0.00389931 0
  0.00060882   0.00359194 0
  0.00055301   0.00323143 0
  0.00048297   0.00278422 0
  0.00069715   0.00416921 0
  0.00065587   0.00389848 0
  0.00060870   0.00359118 0
  0.00055290   0.00323074 0
  0.00048288   0.00278363 0
  0.00073471   0.00441693 0
  0.00069772   0.00417295 0
  0.00065641   0.00390195 0
  0.00060919   0.00359435 0
  0.00055334   0.00323357 0
  0.00048326   0.00278605 0
  0.00060930   0.00359508 0
  0.00055344   0.00323422 0
  0.00048335   0.00278661 0
  0.00073426   0.00441393 0
  0.00069729   0.00417013 0
  0.00065601   0.00389933 0
  0.00060882   0.00359196 0
  0.00055301   0.00323144 0
  0.00048297   0.00278423 0
  0.00076789   0.00463681 0
  0.00073440   0.00441490 0
  0.00069743   0.00417104 0
  0.00065614   0.00390018 0
  0.00060894   0.00359273 0
  0.00055312   0.00323213 0
  0.00048306   0.00278482 0
  0.00073472   0.00441696 0
  0.00069773   0.00417298 0
  0.00065641   0.00390197 0
  0.00060919   0.00359437 0
  0.00055334   0.00323360 0
  0.00048326   0.00278607 0
  0.00065667   0.00390369 0
  0.00060944   0.00359594 0
  0.00055356   0.00323500 0
  0.00048345   0.00278727 0
  0.00076870   0.00464217 0
  0.00073502   0.00441899 0
  0.00069802   0.00417488 0
  0.00065668   0.00390374 0
  0.00060944   0.00359599 0
  0.00055357   0.00323504 0
  0.00048346   0.00278730 0
  0.00038398   0.00216338 0
  0.00038398   0.00216338 0
  0.00038392   0.00216299 0
  0.00038392   0.00216299 0
  0.00038361   0.00216110 0
  0.00038361   0.00216110 0
  0.00038400   0.00216350 0
  0.00038400   0.00216350 0
  0.00038337   0.00215960 0
  0.00038337   0.00215960 0
  0.00038388   0.00216277 0
  0.00038352   0.00216053 0
  0.00038352   0.00216053 0
  0.00038385   0.00216256 0
  0.00038385   0.00216256 0
  0.00038384   0.00216251 0
  0.00038384   0.00216251 0
  0.00038421   0.00216482 0
  0.00038377   0.00216208 0
  0.00038377   0.00216208 0
  0.00038392   0.00216302 0
  0.00038392   0.00216302 0
  0.00038338   0.00215968 0
  0.00038338   0.00215968 0
  0.00038361   0.00216105 0
  0.00038361   0.00216105 0
  0.00038369   0.00216155 0
  0.00038369   0.00216155 0
  0.00038421   0.00216481 0
  0.00038330   0.00215919 0
  0.00038330   0.00215919 0
  0.00038345   0.00216009 0
  0.00038345   0.00216009 0
  0.00038421   0.00216480 0
  0.00038331   0.00215921 0
  0.00038331   0.00215921 0
  0.00038338   0.00215967 0
  0.00038338   0.00215967 0
  0.00038354   0.00216062 0
  0.00038354   0.00216062 0
  0.00038406   0.00216384 0
  0.00038308   0.00215779 0
  0.00038308   0.00215779 0
  0.00038308   0.00215780 0
  0.00038308   0.00215780 0
  0.00038406   0.00216384 0
  0.00038338   0.00215967 0
  0.00038338   0.00215967 0
  0.00038331   0.00215921 0
  0.00038331   0.00215921 0
  0.00038361   0.00216108 0
  0.00038361   0.00216108 0
  0.00038398   0.00216335 0
  0.00038315   0.00215825 0
  0.00038315   0.00215825 0
  0.00038308   0.00215779 0
  0.00038308   0.00215779 0
  0.00038406   0.00216384 0
  0.00038331   0.00215920 0
  0.00038331   0.00215920 0
  0.00038331   0.00215920 0
  0.00038331   0.00215920 0
  0.00038353   0.00216061 0
  0.00038353   0.00216061 0
  0.00038398   0.00216335 0
  0.00038338   0.00215968 0
  0.00038338   0.00215968 0
  0.00038353   0.00216059 0
  0.00038353   0.00216059 0
  0.00038354   0.00216063 0
  0.00038354   0.00216063 0
  0.00038414   0.00216433 0
  0.00038338   0.00215968 0
  0.00038338   0.00215968 0
  0.00038317   0.00215832 0
  0.00038317   0.00215832 0
  0.00038414   0.00216436 0
  0.00038346   0.00216015 0
  0.00038346   0.00216015 0
  0.00038317   0.00215833 0
  0.00038317   0.00215833 0
  0.00038377   0.00216204 0
  0.00038377   0.00216204 0
  0.00038406   0.00216387 0
  0.00038338   0.00215967 0
  0.00038338   0.00215967 0
  0.00038346   0.00216014 0
  0.00038346   0.00216014 0
  0.00038422   0.00216485 0
  0.00038339   0.00215972 0
  0.00038339   0.00215972 0
  0.00038354   0.00216064 0
  0.00038354   0.00216064 0
  0.00038385   0.00216256 0
  0.00038385   0.00216256 0
  0.00038430   0.00216536 0
  0.00038291   0.00215675 0
  0.00038291   0.00215675 0
  0.00038262   0.00215496 0
  0.00038262   0.00215496 0
  0.00038365   0.00216131 0
  0.00038298   0.00215720 0
  0.00038298   0.00215720 0
  0.00038263   0.00215499 0
  0.00038263   0.00215499 1
  0.00038321   0.00215860 0
  0.00038321   0.00215860 0
  0.00038349   0.00216036 0
  0.00038284   0.00215633 0
  0.00038284   0.00215633 0
  0.00038284   0.00215633 0
  0.00038284   0.00215633 0
  0.00038307   0.00215770 0
  0.00038307   0.00215770 0
  0.00038349   0.00216036 0
  0.00038307   0.00215771 0
  0.00038307   0.00215771 0
  0.00038314   0.00215816 0
  0.00038314   0.00215816 0
  0.00038396   0.00216327 0
  0.00038292   0.00215683 0
  0.00038292   0.00215683 0
  0.00038307   0.00215773 0
  0.00038307   0.00215773 0
  0.00038344   0.00216003 0
  0.00038344   0.00216003 0
  0.00038373   0.00216182 0
  0.00038277   0.00215589 0
  0.00038277   0.00215589 0
  0.00038292   0.00215678 0
  0.00038292   0.00215678 0
  0.00038381   0.00216230 0
  0.00038307   0.00215776 0
  0.00038307   0.00215776 0
  0.00038329   0.00215911 0
  0.00038329   0.00215911 0
  0.00038352   0.00216053 0
  0.00038352   0.00216053 0
  0.00038389   0.00216279 0
  0.00038331   0.00215924 0
  0.00038331   0.00215924 0
  0.00038331   0.00215924 0
  0.00038331   0.00215924 0
  0.00038353   0.00216061 0
  0.00038353   0.00216061 0
  0.00038354   0.00216062 0
  0.00038354   0.00216062 0
  0.00038377   0.00216205 0
  0.00038377   0.00216205 0
  0.00038414   0.00216435 0
  0.00038331   0.00215925 0
  0.00038331   0.00215925 0
  0.00038354   0.00216062 0
  0.00038354   0.00216062 0
  0.00038385   0.00216254 0
  0.00038385   0.00216254 0
  0.00038422   0.00216485 0
  0.00038301   0.00215734 0
  0.00038301   0.00215734 0
  0.00038293   0.00215689 0
  0.00038293   0.00215689 0
  0.00038398   0.00216334 0
  0.00038323   0.00215872 0
  0.00038323   0.00215872 0
  0.00038316   0.00215827 0
  0.00038316   0.00215827 0
  0.00038346   0.00216014 0
  0.00038346   0.00216014 0
  0.00038390   0.00216286 0
  0.00038353   0.00216056 0
  0.00038353   0.00216056 0
  0.00038323   0.00215873 0
  0.00038323   0.00215873 0
  0.00038421   0.00216482 0
  0.00038346   0.00216015 0
  0.00038346   0.00216015 0
  0.00038361   0.00216107 0
  0.00038361   0.00216107 0
