1.512	1.012
0.731	0.939
0.433	0.501
0.281	0.359
0.178	0.216
0.117	0.154
0.077	0.1
0.051	0.076
0.035	0.064
0.022	0.054
0.015	0.048
0.0096	0.031
0.0056	0.026
0.0036	0.019
0.002	0.02	
