  0.00356356   0.02508791
  0.00223297   0.01500250
  0.00216007   0.01446459
  0.00259401   0.01769134
  0.00299942   0.02075550
  0.00276939   0.01901141
  0.00243495   0.01650180
  0.00230628   0.01554516
  0.00222655   0.01495501
  0.00219600   0.01472949
  0.00166927   0.01089359
  0.00173348   0.01135538
  0.00181599   0.01195134
  0.00180920   0.01190220
  0.00163969   0.01068147
  0.00173636   0.01137615
  0.00185525   0.01223584
  0.00161749   0.01052244
  0.00149696   0.00966323
  0.00140985   0.00904656
  0.00162468   0.01057391
  0.00157040   0.01018595
  0.00164586   0.01072567
  0.00157416   0.01021284
  0.00155360   0.01006620
  0.00153223   0.00991398
  0.00145516   0.00936688
  0.00138611   0.00887914
  0.00163173   0.01062439
  0.00151486   0.00979043
  0.00144608   0.00930260
  0.00142754   0.00917145
  0.00140871   0.00903851
  0.00112498   0.00705751
  0.00139161   0.00891788
  0.00113346   0.00711604
  0.00109108   0.00682394
  0.00134316   0.00857694
  0.00110152   0.00689579
  0.00093608   0.00576547
  0.00110281   0.00690469
  0.00131448   0.00837568
  0.00107394   0.00670611
  0.00112865   0.00708284
  0.00141041   0.00905048
  0.00112115   0.00703105
  0.00114123   0.00716974
  0.00108575   0.00678726
  0.00122748   0.00776800
  0.00098593   0.00610411
  0.00119703   0.00755625
  0.00115476   0.00726327
  0.00109932   0.00688060
  0.00107023   0.00668060
  0.00140042   0.00898000
  0.00091090   0.00559512
  0.00098612   0.00610540
  0.00096318   0.00594939
  0.00093963   0.00578957
  0.00091540   0.00562552
  0.00096300   0.00594811
  0.00093945   0.00578830
  0.00091521   0.00562426
  0.00089021   0.00545545
  0.00086433   0.00528127
  0.00083746   0.00510096
  0.00097737   0.00604581
  0.00095447   0.00589018
  0.00093095   0.00573075
  0.00090675   0.00556707
  0.00110034   0.00688764
  0.00108073   0.00675273
  0.00106081   0.00661594
  0.00104054   0.00647707
  0.00101991   0.00633591
  0.00099886   0.00619223
  0.00111967   0.00702087
  0.00107622   0.00672174
  0.00095435   0.00588936
  0.00093083   0.00572993
  0.00090663   0.00556626
  0.00111437   0.00698434
  0.00109503   0.00685110
  0.00107540   0.00671612
  0.00105545   0.00657920
  0.00103515   0.00644016
  0.00101447   0.00629877
  0.00095435   0.00588936
  0.00093083   0.00572993
  0.00090663   0.00556626
  0.00088165   0.00539784
  0.00094392   0.00581860
  0.00091966   0.00565431
  0.00089462   0.00548524
  0.00086872   0.00531078
  0.00084182   0.00513018
  0.00099553   0.00616950
  0.00097319   0.00601743
  0.00095030   0.00586193
  0.00092680   0.00570262
  0.00090260   0.00553906
