  0.00356543   0.02062677
  0.00223787   0.01429530
  0.00216566   0.01383400
  0.00259796   0.01502979
  0.00300412   0.01737951
  0.00277664   0.01606347
  0.00244326   0.01560730
  0.00231535   0.01479023
  0.00223652   0.01428665
  0.00220713   0.01409895
  0.00167415   0.01069433
  0.00173857   0.01110581
  0.00181986   0.01162511
  0.00181942   0.01162227
  0.00164888   0.01053291
  0.00174020   0.01111621
  0.00186142   0.01189058
  0.00162266   0.01036540
  0.00150198   0.00911315
  0.00141528   0.00858706
  0.00162853   0.01040291
  0.00157471   0.00955440
  0.00165603   0.01057859
  0.00158507   0.00961725
  0.00156599   0.00950151
  0.00154627   0.00938186
  0.00146411   0.00888336
  0.00139532   0.00846597
  0.00163571   0.01044875
  0.00152058   0.00922600
  0.00145232   0.00881185
  0.00143450   0.00870374
  0.00141641   0.00859397
  0.00112763   0.00684182
  0.00139647   0.00847299
  0.00113676   0.00689720
  0.00109422   0.00663906
  0.00134721   0.00817407
  0.00110390   0.00669783
  0.00093769   0.00568936
  0.00110919   0.00672991
  0.00132401   0.00803333
  0.00107896   0.00654652
  0.00113401   0.00688052
  0.00141429   0.00858109
  0.00112326   0.00681529
  0.00114582   0.00695214
  0.00109003   0.00661368
  0.00123103   0.00746920
  0.00098880   0.00599946
  0.00119981   0.00727972
  0.00115677   0.00701860
  0.00110361   0.00669603
  0.00107432   0.00651835
  0.00140560   0.00852837
  0.00091255   0.00553680
  0.00098892   0.00600017
  0.00096605   0.00586141
  0.00094255   0.00571885
  0.00091836   0.00557206
  0.00096593   0.00586070
  0.00094244   0.00571815
  0.00091824   0.00557136
  0.00089327   0.00541982
  0.00086741   0.00526292
  0.00084054   0.00509992
  0.00097978   0.00594473
  0.00095695   0.00580623
  0.00093350   0.00566392
  0.00090935   0.00551738
  0.00110350   0.00669539
  0.00108405   0.00657740
  0.00106429   0.00645751
  0.00104419   0.00633553
  0.00102371   0.00621125
  0.00100281   0.00608445
  0.00112266   0.00681167
  0.00107906   0.00654709
  0.00095698   0.00580642
  0.00093353   0.00566411
  0.00090938   0.00551756
  0.00111785   0.00678247
  0.00109868   0.00666616
  0.00107922   0.00654810
  0.00105944   0.00642809
  0.00103931   0.00630595
  0.00101880   0.00618147
  0.00095720   0.00580775
  0.00093375   0.00566544
  0.00090960   0.00551889
  0.00088466   0.00536759
  0.00094614   0.00574060
  0.00092192   0.00559367
  0.00089692   0.00544199
  0.00087104   0.00528493
  0.00084414   0.00512177
  0.00099806   0.00605562
  0.00097581   0.00592062
  0.00095299   0.00578219
  0.00092955   0.00563994
  0.00090540   0.00549345
  0.00101979   0.00618752
  0.00109919   0.00666924
  0.00099806   0.00605567
  0.00097581   0.00592067
  0.00095300   0.00578223
  0.00092955   0.00563999
  0.00108415   0.00657798
  0.00106407   0.00645617
  0.00104364   0.00633220
  0.00102282   0.00620586
  0.00100156   0.00607690
  0.00102841   0.00623977
  0.00100663   0.00610766
  0.00098435   0.00597246
  0.00096150   0.00583384
  0.00093803   0.00569143
  0.00109015   0.00661442
  0.00107081   0.00649705
  0.00105112   0.00637760
  0.00103106   0.00625589
  0.00101060   0.00613171
  0.00092902   0.00563672
  0.00090551   0.00549412
  0.00088129   0.00534717
  0.00085627   0.00519536
  0.00083035   0.00503809
  0.00103312   0.00626839
  0.00107633   0.00653057
  0.00094692   0.00574535
  0.00092402   0.00560643
  0.00090048   0.00546356
  0.00108416   0.00657804
  0.00106440   0.00645815
  0.00104430   0.00633617
  0.00102381   0.00621190
  0.00100292   0.00608511
  0.00098157   0.00595556
  0.00097953   0.00594321
  0.00095728   0.00580819
  0.00093445   0.00566967
  0.00091098   0.00552728
  0.00111530   0.00676699
  0.00109632   0.00665181
  0.00107703   0.00653482
  0.00105743   0.00641584
  0.00103746   0.00629468
  0.00101710   0.00617115
  0.00095275   0.00578072
  0.00092930   0.00563848
  0.00090516   0.00549199
  0.00088024   0.00534075
  0.00085443   0.00518416
  0.00101972   0.00618707
  0.00099798   0.00605517
  0.00097573   0.00592017
  0.00095292   0.00578174
  0.00092947   0.00563950
  0.00104100   0.00631616
  0.00117402   0.00712327
  0.00106873   0.00648442
  0.00104829   0.00636043
  0.00102747   0.00623408
  0.00100654   0.00610710
  0.00098426   0.00597191
  0.00096141   0.00583329
  0.00093794   0.00569088
  0.00091377   0.00554423
  0.00112714   0.00683882
  0.00110822   0.00672401
  0.00108902   0.00660751
  0.00106951   0.00648916
  0.00104967   0.00636878
  0.00095353   0.00578544
  0.00093008   0.00564319
  0.00090594   0.00549670
  0.00088101   0.00534545
